OrderID,OrderDate,Region,State,Category,Product,Channel,UnitsSold,UnitPrice,Revenue,COGS,OpEx,MarketingSpend
101108,2025-04-29,South,GA,Furniture,Drift Side Table,Online,1,142.25,142.25,84.76,15.84,9.4
101114,2025-04-29,South,TX,Furniture,Nimbus Chair,Retail,4,336.69,1346.78,857.38,170.93,48.91
101087,2025-04-29,Midwest,OH,Storage,Loop Bin Set,Online,5,53.82,269.11,150.9,35.48,12.15
101138,2025-04-29,Southeast,FL,Lighting,Aria Desk Lamp,Online,3,70.13,210.38,108.55,32.95,8.23
101151,2025-04-29,Southwest,NM,Furniture,Aster Bookcase,Online,3,391.04,1173.13,735.53,150.45,52.3
101161,2025-04-30,Southwest,NM,Lighting,Aria Desk Lamp,Retail,2,65.8,131.6,68.68,17.27,4.26
101164,2025-04-30,Southwest,OK,Lighting,Aria Desk Lamp,Wholesale,3,68.13,204.4,100.2,29.97,10.28
101162,2025-04-30,Southwest,NM,Furniture,Aster Bookcase,Online,4,422.75,1691.01,1062.62,235.73,106.76
101097,2025-04-30,South,AL,Furniture,Nimbus Chair,Wholesale,4,341.83,1367.34,897.82,184.84,93.67
101136,2025-04-30,Southeast,NC,Storage,Vault Cabinet,Wholesale,4,279.45,1117.79,676.32,176.06,45.03
101036,2025-04-30,West,CA,Storage,Cascade Shelf,Online,5,178.16,890.78,519.39,92.46,60.17
100980,2025-04-30,Northeast,NY,Furniture,Aster Bookcase,Online,3,426.5,1279.51,770.57,134.36,66.12
101141,2025-04-30,Southeast,SC,Furniture,Nimbus Chair,Retail,2,340.02,680.04,421.18,84.21,37.05
101304,2025-05-01,South,AL,Lighting,Ember Floor Lamp,Retail,2,109.83,219.67,118.82,27.21,7.18
101337,2025-05-01,Southwest,OK,Furniture,Drift Side Table,Online,3,144.56,433.68,264.96,67.86,26.71
101291,2025-05-01,South,GA,Furniture,Aster Bookcase,Online,2,431.72,863.44,566.64,98.53,26.58
101212,2025-05-01,West,CA,Furniture,Nimbus Chair,Online,2,345.32,690.65,432.82,70.07,25.7
101326,2025-05-01,Southeast,FL,Furniture,Aster Bookcase,Online,3,433.01,1299.03,827.13,164.54,81.4
101278,2025-05-01,Midwest,IL,Storage,Vault Cabinet,Online,5,279.66,1398.32,791.64,175.43,68.41
101270,2025-05-02,Midwest,WI,Storage,Vault Cabinet,Retail,1,270.07,270.07,159.49,39.47,12.65
101211,2025-05-02,West,CA,Lighting,Aria Desk Lamp,Wholesale,2,69.96,139.91,70.58,19.09,9.46
101288,2025-05-02,South,GA,Storage,Vault Cabinet,Wholesale,5,247.61,1238.07,747.21,164.27,65.11
101166,2025-05-02,Northeast,MA,Lighting,Aria Desk Lamp,Wholesale,4,69.13,276.53,147.28,41.2,16.76
101300,2025-05-02,South,GA,Furniture,Nimbus Chair,Online,5,342.19,1710.94,1045.64,272.66,93.68
101248,2025-05-02,Midwest,WI,Lighting,Ember Floor Lamp,Online,1,110.55,110.55,55.52,11.91,7.41
101225,2025-05-03,West,NV,Storage,Vault Cabinet,Retail,1,252.76,252.76,154.78,34.3,9.73
101184,2025-05-03,Northeast,NY,Lighting,Halo Monitor Arm,Retail,3,86.7,260.11,136.74,32.82,10.41
101314,2025-05-03,Southeast,FL,Lighting,Ember Floor Lamp,Wholesale,5,109.52,547.61,293.96,84.98,25.06
101240,2025-05-03,West,WA,Lighting,Halo Monitor Arm,Online,3,93.16,279.49,142.47,35.66,13.42
101329,2025-05-03,Southeast,VA,Furniture,Aster Bookcase,Online,1,431.91,431.91,282.21,58.07,21.34
101241,2025-05-03,West,WA,Furniture,Nimbus Chair,Online,5,304.64,1523.22,958.04,168.74,78.18
101165,2025-05-03,Northeast,PA,Lighting,Aria Desk Lamp,Wholesale,4,67.35,269.38,141.86,28.07,11.09
101345,2025-05-03,Southwest,NM,Storage,Vault Cabinet,Online,5,250.44,1252.2,688.05,166.55,66.84
101261,2025-05-04,Midwest,WI,Furniture,Drift Side Table,Online,1,143.44,143.44,84.92,17.64,9.35
101347,2025-05-04,Southwest,AZ,Furniture,Drift Side Table,Retail,1,151.78,151.78,92.47,23.9,5.19
101213,2025-05-04,West,OR,Lighting,Aria Desk Lamp,Online,4,69.11,276.45,146.23,40.97,17.06
101338,2025-05-04,Southwest,NM,Furniture,Drift Side Table,Retail,5,152.32,761.59,491.2,95.57,27.71
101311,2025-05-04,South,TX,Storage,Cascade Shelf,Retail,3,193.51,580.54,337.09,82.28,18.93
101167,2025-05-05,Northeast,NJ,Storage,Cascade Shelf,Retail,5,172.97,864.85,506.05,97.76,60.5
101327,2025-05-05,Southeast,VA,Furniture,Drift Side Table,Retail,2,142.8,285.61,176.14,36.75,10.08
101344,2025-05-05,Southwest,AZ,Storage,Cascade Shelf,Wholesale,5,183.24,916.2,535.17,101.69,38.72
101277,2025-05-06,Midwest,OH,Storage,Loop Bin Set,Retail,5,53.52,267.59,162.43,33.35,12.05
101245,2025-05-06,West,WA,Furniture,Aster Bookcase,Online,3,405.99,1217.96,753.41,174.47,71.19
101323,2025-05-06,Southeast,SC,Lighting,Halo Monitor Arm,Retail,5,91.24,456.19,229.74,47.36,29.29
101322,2025-05-06,Southeast,SC,Furniture,Drift Side Table,Online,3,144.88,434.64,284.34,63.74,21.49
101281,2025-05-06,Midwest,WI,Storage,Vault Cabinet,Wholesale,1,253.26,253.26,146.87,27.24,10.69
101305,2025-05-06,South,AL,Lighting,Halo Monitor Arm,Wholesale,3,86.83,260.49,128.17,38.49,14.54
101208,2025-05-07,West,NV,Furniture,Nimbus Chair,Online,2,306.7,613.39,370.25,72.64,21.52
101341,2025-05-07,Southwest,AZ,Furniture,Drift Side Table,Wholesale,3,152.84,458.53,277.54,57.49,24.5
101193,2025-05-07,Northeast,NY,Lighting,Halo Monitor Arm,Retail,1,85.4,85.4,42.94,12.77,5.33
101312,2025-05-07,Southeast,VA,Lighting,Aria Desk Lamp,Retail,1,67.68,67.68,35.27,10.65,4.54
101309,2025-05-07,South,TX,Furniture,Drift Side Table,Wholesale,4,148.11,592.42,363.22,91.91,21.84
101279,2025-05-08,Midwest,WI,Furniture,Drift Side Table,Retail,4,141.96,567.83,356.44,68.85,21.3
101237,2025-05-08,West,NV,Furniture,Aster Bookcase,Online,4,416.12,1664.46,1006.13,194.86,68.09
101205,2025-05-08,Northeast,PA,Lighting,Aria Desk Lamp,Retail,3,65.57,196.7,101.11,24.46,10.41
101231,2025-05-08,West,OR,Lighting,Halo Monitor Arm,Wholesale,2,87.16,174.32,93.62,17.84,11.61
101324,2025-05-08,Southeast,SC,Lighting,Halo Monitor Arm,Wholesale,1,88.0,88.0,46.51,9.18,6.05
101301,2025-05-08,South,TX,Lighting,Ember Floor Lamp,Online,1,118.74,118.74,60.08,15.26,7.81
101214,2025-05-08,West,NV,Lighting,Ember Floor Lamp,Online,5,118.6,593.01,322.86,70.72,18.27
101318,2025-05-08,Southeast,SC,Furniture,Drift Side Table,Online,3,146.6,439.79,276.23,69.63,15.64
101310,2025-05-09,South,AL,Furniture,Drift Side Table,Wholesale,4,148.96,595.83,380.47,60.27,29.32
101224,2025-05-09,West,NV,Storage,Vault Cabinet,Retail,3,262.38,787.14,441.45,112.24,45.99
101268,2025-05-09,Midwest,IL,Lighting,Halo Monitor Arm,Online,5,91.6,458.02,225.16,48.24,24.36
101272,2025-05-09,Midwest,MI,Furniture,Aster Bookcase,Retail,1,419.62,419.62,266.21,41.96,13.59
101190,2025-05-09,Northeast,PA,Furniture,Drift Side Table,Online,1,138.14,138.14,85.87,19.4,7.87
101262,2025-05-09,Midwest,IL,Furniture,Drift Side Table,Retail,3,153.67,461.02,293.91,64.95,20.51
101316,2025-05-09,Southeast,VA,Lighting,Ember Floor Lamp,Online,1,118.51,118.51,62.13,15.51,5.56
101289,2025-05-09,South,TN,Furniture,Nimbus Chair,Retail,5,314.98,1574.91,1004.86,202.06,90.1
101192,2025-05-09,Northeast,PA,Lighting,Halo Monitor Arm,Online,1,92.12,92.12,45.33,12.28,3.3
101306,2025-05-09,South,AL,Furniture,Aster Bookcase,Online,4,396.36,1585.43,999.05,182.63,76.1
101249,2025-05-10,Midwest,WI,Furniture,Aster Bookcase,Retail,5,424.17,2120.85,1350.59,226.15,148.41
101250,2025-05-10,Midwest,MI,Storage,Vault Cabinet,Retail,5,268.03,1340.17,732.05,174.18,73.64
101187,2025-05-10,Northeast,MA,Furniture,Drift Side Table,Wholesale,3,149.8,449.39,292.57,54.51,28.89
101257,2025-05-10,Midwest,MI,Furniture,Nimbus Chair,Wholesale,1,330.37,330.37,193.43,52.27,11.75
101331,2025-05-10,Southeast,VA,Lighting,Aria Desk Lamp,Retail,5,72.32,361.6,196.49,47.24,11.85
101171,2025-05-10,Northeast,PA,Lighting,Halo Monitor Arm,Retail,3,89.92,269.75,140.1,29.03,15.67
101307,2025-05-10,South,GA,Storage,Vault Cabinet,Wholesale,3,277.44,832.31,494.09,116.22,50.64
101228,2025-05-10,West,CA,Lighting,Aria Desk Lamp,Retail,3,65.95,197.86,108.15,20.47,9.29
101251,2025-05-11,Midwest,OH,Lighting,Aria Desk Lamp,Retail,2,68.77,137.53,75.48,19.57,4.13
101222,2025-05-11,West,NV,Furniture,Drift Side Table,Online,2,149.62,299.24,178.28,30.4,9.04
101178,2025-05-11,Northeast,NY,Furniture,Aster Bookcase,Wholesale,3,441.38,1324.14,798.68,144.91,91.4
101334,2025-05-11,Southwest,NM,Storage,Loop Bin Set,Online,3,54.79,164.38,93.0,21.44,9.97
101232,2025-05-11,West,OR,Lighting,Ember Floor Lamp,Wholesale,3,106.55,319.66,172.71,44.54,19.78
101247,2025-05-11,West,NV,Lighting,Aria Desk Lamp,Online,3,64.99,194.96,96.55,26.93,12.03
101235,2025-05-11,West,CA,Furniture,Drift Side Table,Online,2,148.39,296.77,192.64,33.32,15.24
101283,2025-05-12,South,AL,Furniture,Nimbus Chair,Retail,3,329.42,988.25,620.44,128.94,34.51
101246,2025-05-12,West,WA,Furniture,Drift Side Table,Online,1,143.48,143.48,94.07,15.91,6.13
101340,2025-05-12,Southwest,AZ,Storage,Cascade Shelf,Retail,5,175.34,876.68,528.2,121.11,36.61
101243,2025-05-12,West,NV,Furniture,Aster Bookcase,Online,1,404.48,404.48,253.74,55.19,27.65
101203,2025-05-12,Northeast,NJ,Furniture,Aster Bookcase,Online,5,410.6,2053.0,1236.81,308.12,67.84
101218,2025-05-12,West,OR,Lighting,Aria Desk Lamp,Retail,5,66.2,331.0,166.41,43.37,18.38
101234,2025-05-12,West,CA,Lighting,Ember Floor Lamp,Wholesale,4,111.04,444.17,234.68,68.14,17.81
101168,2025-05-12,Northeast,MA,Furniture,Nimbus Chair,Retail,2,311.16,622.32,385.43,96.88,30.58
101174,2025-05-12,Northeast,NJ,Storage,Vault Cabinet,Retail,1,261.89,261.89,151.83,29.43,13.99
101185,2025-05-13,Northeast,MA,Storage,Vault Cabinet,Wholesale,1,278.53,278.53,157.77,30.15,18.56
101244,2025-05-13,West,WA,Storage,Vault Cabinet,Online,5,258.48,1292.38,735.79,157.89,46.01
101332,2025-05-13,Southwest,OK,Storage,Vault Cabinet,Retail,1,262.88,262.88,158.82,38.34,12.17
101317,2025-05-13,Southeast,NC,Furniture,Drift Side Table,Wholesale,5,150.52,752.6,453.25,79.18,45.96
101342,2025-05-13,Southwest,OK,Furniture,Nimbus Chair,Retail,2,340.84,681.68,421.87,87.19,37.41
101176,2025-05-13,Northeast,MA,Storage,Vault Cabinet,Retail,4,257.1,1028.4,599.53,135.33,41.03
101290,2025-05-14,South,AL,Lighting,Aria Desk Lamp,Retail,4,70.56,282.24,147.48,31.5,16.14
101260,2025-05-14,Midwest,OH,Lighting,Halo Monitor Arm,Retail,5,90.83,454.14,224.08,51.53,15.27
101259,2025-05-14,Midwest,OH,Storage,Vault Cabinet,Online,5,259.15,1295.75,735.85,196.49,39.42
101293,2025-05-14,South,AL,Lighting,Halo Monitor Arm,Wholesale,4,84.8,339.21,172.33,46.85,18.34
101320,2025-05-14,Southeast,VA,Lighting,Aria Desk Lamp,Retail,1,72.54,72.54,39.42,10.7,3.43
101199,2025-05-14,Northeast,PA,Lighting,Ember Floor Lamp,Wholesale,2,111.65,223.31,120.15,35.31,8.77
101252,2025-05-14,Midwest,IL,Furniture,Nimbus Chair,Wholesale,4,321.17,1284.66,750.02,158.38,76.36
101182,2025-05-14,Northeast,PA,Storage,Vault Cabinet,Wholesale,2,279.0,558.01,307.42,61.18,18.46
101197,2025-05-14,Northeast,NY,Furniture,Drift Side Table,Retail,5,150.85,754.25,442.48,95.24,22.93
101271,2025-05-14,Midwest,IL,Lighting,Halo Monitor Arm,Retail,4,91.13,364.51,184.04,44.29,11.07
101177,2025-05-15,Northeast,PA,Furniture,Nimbus Chair,Wholesale,5,314.42,1572.12,978.53,170.18,60.03
101330,2025-05-15,Southeast,VA,Storage,Vault Cabinet,Retail,1,261.47,261.47,157.37,39.45,15.14
101286,2025-05-15,South,GA,Furniture,Drift Side Table,Online,1,142.2,142.2,92.28,17.53,9.07
101336,2025-05-15,Southwest,NM,Lighting,Aria Desk Lamp,Wholesale,4,71.47,285.87,140.36,40.75,19.83
101217,2025-05-15,West,NV,Furniture,Drift Side Table,Retail,4,151.35,605.41,357.68,64.83,34.08
101173,2025-05-15,Northeast,NY,Lighting,Halo Monitor Arm,Online,3,95.84,287.52,150.74,32.26,15.58
101282,2025-05-15,South,TN,Storage,Loop Bin Set,Retail,2,51.73,103.46,59.46,13.97,7.19
101253,2025-05-15,Midwest,IL,Storage,Loop Bin Set,Wholesale,5,54.7,273.49,160.0,42.52,12.54
101266,2025-05-15,Midwest,WI,Lighting,Aria Desk Lamp,Wholesale,1,73.03,73.03,39.77,7.95,3.66
101227,2025-05-15,West,CA,Furniture,Drift Side Table,Online,4,144.54,578.17,341.05,80.68,31.51
101221,2025-05-16,West,OR,Lighting,Aria Desk Lamp,Wholesale,4,66.58,266.33,131.12,33.68,16.17
101202,2025-05-16,Northeast,PA,Lighting,Aria Desk Lamp,Online,5,71.68,358.4,194.35,53.47,16.85
101189,2025-05-16,Northeast,NY,Furniture,Nimbus Chair,Retail,4,333.06,1332.24,867.54,142.42,73.5
101175,2025-05-17,Northeast,NJ,Lighting,Ember Floor Lamp,Online,4,114.49,457.96,238.65,50.67,24.05
101230,2025-05-17,West,CA,Furniture,Drift Side Table,Wholesale,2,153.37,306.73,186.83,35.04,10.71
101287,2025-05-17,South,TN,Lighting,Halo Monitor Arm,Wholesale,1,86.73,86.73,47.42,10.29,5.09
101295,2025-05-18,South,AL,Furniture,Drift Side Table,Wholesale,2,154.72,309.44,183.86,40.34,16.52
101196,2025-05-18,Northeast,NJ,Furniture,Nimbus Chair,Online,4,320.31,1281.23,795.01,168.72,88.73
101209,2025-05-18,West,NV,Storage,Vault Cabinet,Retail,5,273.69,1368.47,784.59,207.42,84.76
101254,2025-05-18,Midwest,WI,Storage,Cascade Shelf,Retail,2,173.47,346.94,196.67,51.35,12.76
101325,2025-05-18,Southeast,VA,Storage,Loop Bin Set,Retail,3,53.47,160.42,96.24,25.45,8.9
101294,2025-05-19,South,TN,Furniture,Aster Bookcase,Wholesale,1,425.91,425.91,266.21,59.12,20.28
101238,2025-05-19,West,NV,Storage,Vault Cabinet,Online,4,277.53,1110.11,649.51,131.57,34.88
101179,2025-05-19,Northeast,NY,Furniture,Aster Bookcase,Retail,2,422.59,845.19,534.73,89.44,26.01
101210,2025-05-19,West,NV,Furniture,Drift Side Table,Online,3,142.74,428.21,249.81,61.58,29.77
101349,2025-05-19,Southwest,AZ,Storage,Vault Cabinet,Retail,1,257.58,257.58,141.84,31.09,15.06
101333,2025-05-19,Southwest,OK,Furniture,Drift Side Table,Retail,4,141.17,564.67,352.21,78.34,32.24
101172,2025-05-19,Northeast,NJ,Lighting,Halo Monitor Arm,Online,2,88.67,177.35,96.21,23.71,8.17
101233,2025-05-19,West,OR,Lighting,Aria Desk Lamp,Online,5,66.59,332.97,173.17,45.27,19.43
101299,2025-05-20,South,GA,Lighting,Ember Floor Lamp,Retail,4,106.46,425.83,221.28,50.19,29.74
101219,2025-05-20,West,CA,Furniture,Drift Side Table,Wholesale,2,141.83,283.66,167.87,28.96,9.02
101348,2025-05-20,Southwest,OK,Furniture,Drift Side Table,Retail,3,143.07,429.2,266.95,58.66,20.32
101284,2025-05-20,South,TN,Lighting,Aria Desk Lamp,Retail,1,64.83,64.83,35.73,9.25,4.15
101255,2025-05-20,Midwest,MI,Lighting,Aria Desk Lamp,Retail,3,66.15,198.44,103.38,22.53,7.0
101242,2025-05-21,West,OR,Lighting,Ember Floor Lamp,Online,1,120.73,120.73,59.85,17.21,7.68
101200,2025-05-21,Northeast,NJ,Furniture,Nimbus Chair,Retail,4,305.01,1220.05,766.46,143.63,71.94
101346,2025-05-21,Southwest,NM,Furniture,Drift Side Table,Wholesale,2,142.07,284.14,177.97,33.56,16.51
101223,2025-05-22,West,OR,Furniture,Nimbus Chair,Wholesale,5,338.1,1690.51,1041.67,208.19,53.85
101269,2025-05-22,Midwest,IL,Furniture,Drift Side Table,Wholesale,2,141.88,283.77,171.82,36.4,8.52
101275,2025-05-22,Midwest,OH,Furniture,Drift Side Table,Online,5,141.09,705.44,426.85,70.69,27.81
101183,2025-05-23,Northeast,PA,Furniture,Aster Bookcase,Retail,5,400.81,2004.04,1262.06,225.26,106.56
101198,2025-05-23,Northeast,PA,Furniture,Nimbus Chair,Online,3,334.14,1002.41,655.03,144.94,61.54
101343,2025-05-23,Southwest,OK,Furniture,Aster Bookcase,Wholesale,2,442.23,884.47,524.49,90.05,32.74
101335,2025-05-23,Southwest,AZ,Furniture,Drift Side Table,Online,3,141.02,423.06,251.89,67.35,29.59
101236,2025-05-23,West,OR,Lighting,Ember Floor Lamp,Wholesale,1,107.79,107.79,52.91,15.92,5.43
101267,2025-05-23,Midwest,MI,Furniture,Aster Bookcase,Online,5,399.6,1997.99,1177.64,287.59,81.37
101292,2025-05-23,South,TN,Furniture,Nimbus Chair,Wholesale,2,334.2,668.4,402.23,87.76,20.45
101303,2025-05-24,South,GA,Storage,Loop Bin Set,Retail,4,51.41,205.65,124.46,25.3,7.81
101201,2025-05-24,Northeast,MA,Furniture,Aster Bookcase,Wholesale,5,394.88,1974.39,1213.64,256.75,75.04
101264,2025-05-25,Midwest,WI,Furniture,Drift Side Table,Retail,3,150.49,451.48,264.6,54.36,19.89
101204,2025-05-25,Northeast,NJ,Lighting,Aria Desk Lamp,Wholesale,5,73.4,367.01,185.78,57.99,24.63
101229,2025-05-26,West,CA,Furniture,Nimbus Chair,Wholesale,4,310.91,1243.65,800.74,173.36,49.73
101195,2025-05-26,Northeast,MA,Lighting,Ember Floor Lamp,Online,3,113.46,340.37,181.82,45.08,17.42
101313,2025-05-26,Southeast,VA,Lighting,Ember Floor Lamp,Online,1,117.65,117.65,61.82,14.55,6.15
101273,2025-05-26,Midwest,MI,Lighting,Halo Monitor Arm,Retail,5,92.85,464.27,248.36,66.61,27.63
101280,2025-05-26,Midwest,WI,Furniture,Nimbus Chair,Online,4,323.52,1294.06,818.81,194.95,61.5
101339,2025-05-27,Southwest,NM,Furniture,Nimbus Chair,Online,2,332.33,664.66,410.41,99.95,32.83
101276,2025-05-27,Midwest,OH,Furniture,Nimbus Chair,Online,2,336.68,673.36,394.31,104.94,41.48
101215,2025-05-27,West,CA,Lighting,Halo Monitor Arm,Retail,3,93.22,279.67,140.97,42.78,8.81
101302,2025-05-27,South,TN,Storage,Cascade Shelf,Wholesale,1,179.71,179.71,100.16,22.24,9.89
101308,2025-05-27,South,AL,Furniture,Aster Bookcase,Retail,1,398.62,398.62,254.74,53.82,13.31
101274,2025-05-28,Midwest,WI,Furniture,Drift Side Table,Retail,1,144.56,144.56,87.85,16.84,8.86
101285,2025-05-28,South,AL,Furniture,Nimbus Chair,Online,3,344.53,1033.59,642.82,117.25,55.0
101180,2025-05-28,Northeast,NJ,Furniture,Aster Bookcase,Retail,2,441.47,882.94,535.7,126.4,60.61
101170,2025-05-28,Northeast,NJ,Furniture,Nimbus Chair,Retail,4,331.85,1327.41,851.07,185.94,75.12
101256,2025-05-28,Midwest,WI,Storage,Cascade Shelf,Retail,4,189.94,759.75,422.81,98.63,43.07
101188,2025-05-28,Northeast,NJ,Furniture,Nimbus Chair,Wholesale,4,307.69,1230.75,757.77,161.76,66.35
101263,2025-05-28,Midwest,IL,Furniture,Aster Bookcase,Online,1,433.49,433.49,269.36,67.3,13.15
101206,2025-05-29,Northeast,NY,Furniture,Aster Bookcase,Online,5,404.95,2024.76,1309.11,307.34,68.46
101207,2025-05-29,West,OR,Lighting,Aria Desk Lamp,Online,1,71.1,71.1,36.45,9.09,3.34
101186,2025-05-29,Northeast,PA,Lighting,Ember Floor Lamp,Online,1,113.84,113.84,59.26,11.95,7.13
101258,2025-05-29,Midwest,WI,Furniture,Drift Side Table,Wholesale,5,152.28,761.42,480.68,89.14,32.8
101265,2025-05-29,Midwest,MI,Furniture,Nimbus Chair,Online,3,336.89,1010.66,600.03,135.07,45.48
101220,2025-05-30,West,CA,Furniture,Nimbus Chair,Online,4,304.73,1218.94,747.01,125.45,66.19
101315,2025-05-30,Southeast,SC,Furniture,Aster Bookcase,Online,5,434.42,2172.12,1396.73,242.24,119.81
101328,2025-05-30,Southeast,SC,Lighting,Halo Monitor Arm,Online,5,93.55,467.75,237.25,47.62,17.4
101297,2025-05-31,South,GA,Furniture,Aster Bookcase,Wholesale,3,406.01,1218.02,717.43,123.11,71.88
101239,2025-05-31,West,CA,Storage,Vault Cabinet,Retail,2,268.35,536.71,329.76,79.89,26.55
101298,2025-05-31,South,TN,Furniture,Drift Side Table,Online,1,145.74,145.74,90.2,15.55,8.95
101226,2025-05-31,West,NV,Furniture,Aster Bookcase,Retail,4,400.7,1602.79,980.59,196.68,50.4
101169,2025-05-31,Northeast,NY,Lighting,Ember Floor Lamp,Online,5,118.31,591.53,312.38,89.14,30.83
101181,2025-05-31,Northeast,MA,Furniture,Aster Bookcase,Retail,5,423.53,2117.64,1335.48,276.69,144.54
101216,2025-05-31,West,WA,Lighting,Ember Floor Lamp,Retail,2,112.99,225.98,119.65,32.0,7.55
101296,2025-05-31,South,TN,Furniture,Nimbus Chair,Retail,2,336.53,673.07,405.63,87.77,20.81
101191,2025-05-31,Northeast,PA,Furniture,Drift Side Table,Retail,1,149.54,149.54,89.89,22.23,4.94
101319,2025-05-31,Southeast,NC,Lighting,Halo Monitor Arm,Retail,1,93.9,93.9,50.6,11.95,3.67
101321,2025-05-31,Southeast,VA,Furniture,Drift Side Table,Wholesale,2,155.36,310.71,185.81,34.7,20.26
101194,2025-05-31,Northeast,NY,Storage,Cascade Shelf,Wholesale,2,183.36,366.71,218.42,38.82,24.4
101483,2025-06-01,Midwest,MI,Lighting,Aria Desk Lamp,Online,4,71.79,287.14,156.36,43.38,19.18
101389,2025-06-01,Northeast,NY,Furniture,Drift Side Table,Online,2,151.9,303.81,197.54,46.36,11.36
101533,2025-06-01,Southeast,NC,Furniture,Drift Side Table,Online,5,147.15,735.73,465.72,89.78,46.9
101356,2025-06-01,Northeast,NY,Storage,Cascade Shelf,Online,2,172.41,344.83,208.88,44.08,19.77
101467,2025-06-01,Midwest,MI,Furniture,Aster Bookcase,Online,2,440.06,880.12,550.77,124.94,48.89
101514,2025-06-01,South,TX,Storage,Cascade Shelf,Wholesale,4,173.81,695.23,409.45,76.69,40.86
101369,2025-06-02,Northeast,NJ,Lighting,Halo Monitor Arm,Wholesale,3,86.64,259.93,132.73,37.91,13.44
101421,2025-06-02,West,NV,Lighting,Aria Desk Lamp,Online,1,65.97,65.97,34.53,10.35,3.96
101472,2025-06-02,Midwest,OH,Furniture,Aster Bookcase,Wholesale,1,413.66,413.66,265.22,57.62,23.92
101387,2025-06-02,Northeast,NY,Storage,Loop Bin Set,Retail,5,57.66,288.31,163.75,33.89,16.92
101376,2025-06-02,Northeast,MA,Lighting,Aria Desk Lamp,Online,2,66.84,133.68,72.62,16.73,5.71
101489,2025-06-02,South,GA,Storage,Cascade Shelf,Online,1,188.92,188.92,105.34,27.44,7.53
101495,2025-06-03,South,AL,Furniture,Drift Side Table,Wholesale,2,142.2,284.39,175.42,44.74,9.13
101375,2025-06-03,Northeast,MA,Storage,Vault Cabinet,Retail,5,258.1,1290.49,758.45,191.36,84.47
101353,2025-06-03,Northeast,NY,Furniture,Drift Side Table,Online,3,142.79,428.38,271.81,67.85,20.64
101469,2025-06-04,Midwest,OH,Furniture,Nimbus Chair,Retail,4,334.66,1338.63,796.74,157.15,81.06
101427,2025-06-04,West,WA,Furniture,Drift Side Table,Online,1,154.68,154.68,95.03,21.53,6.43
101502,2025-06-04,South,GA,Furniture,Nimbus Chair,Wholesale,4,333.13,1332.53,819.83,146.71,91.39
101505,2025-06-04,South,TX,Storage,Cascade Shelf,Online,4,185.71,742.83,436.77,96.58,29.36
101359,2025-06-04,Northeast,NJ,Lighting,Aria Desk Lamp,Wholesale,4,70.37,281.46,145.07,38.57,17.48
101471,2025-06-04,Midwest,WI,Storage,Vault Cabinet,Wholesale,5,262.77,1313.84,760.76,188.49,73.25
101528,2025-06-05,Southeast,FL,Furniture,Aster Bookcase,Online,5,398.89,1994.44,1271.5,252.75,135.11
101448,2025-06-05,West,WA,Storage,Cascade Shelf,Wholesale,2,175.9,351.79,208.23,49.49,17.79
101352,2025-06-05,Northeast,MA,Furniture,Nimbus Chair,Retail,4,332.55,1330.21,813.94,193.87,55.87
101394,2025-06-05,Northeast,PA,Furniture,Aster Bookcase,Retail,4,421.06,1684.25,983.67,186.06,61.68
101384,2025-06-05,Northeast,MA,Lighting,Ember Floor Lamp,Retail,1,112.59,112.59,56.2,13.71,5.37
101513,2025-06-05,South,AL,Furniture,Nimbus Chair,Wholesale,3,305.52,916.57,569.94,130.47,31.31
101409,2025-06-05,West,WA,Lighting,Halo Monitor Arm,Online,1,85.76,85.76,41.99,12.14,3.42
101468,2025-06-05,Midwest,IL,Furniture,Nimbus Chair,Wholesale,4,317.41,1269.65,807.61,174.61,71.22
101532,2025-06-05,Southeast,NC,Lighting,Ember Floor Lamp,Retail,5,112.93,564.67,287.27,84.73,31.75
101362,2025-06-05,Northeast,NJ,Furniture,Aster Bookcase,Online,4,422.41,1689.64,1067.65,263.17,82.75
101454,2025-06-05,Midwest,WI,Storage,Vault Cabinet,Online,1,254.29,254.29,147.61,30.99,11.74
101449,2025-06-05,West,NV,Furniture,Aster Bookcase,Retail,1,415.46,415.46,264.07,64.28,28.6
101450,2025-06-05,West,OR,Lighting,Halo Monitor Arm,Retail,1,89.24,89.24,44.63,12.05,3.93
101507,2025-06-06,South,TN,Furniture,Aster Bookcase,Retail,3,411.71,1235.13,779.13,175.23,42.16
101428,2025-06-06,West,NV,Storage,Cascade Shelf,Online,4,181.12,724.46,433.15,89.79,31.63
101491,2025-06-06,South,TX,Storage,Cascade Shelf,Online,2,173.43,346.86,200.42,39.89,22.7
101479,2025-06-06,Midwest,IL,Furniture,Drift Side Table,Wholesale,3,144.85,434.56,254.83,59.63,23.32
101501,2025-06-07,South,GA,Furniture,Nimbus Chair,Retail,3,342.39,1027.18,668.09,126.67,51.73
101403,2025-06-07,West,CA,Furniture,Drift Side Table,Retail,1,148.33,148.33,88.49,17.67,6.35
101370,2025-06-07,Northeast,NJ,Storage,Cascade Shelf,Wholesale,5,171.96,859.8,513.18,92.17,53.56
101446,2025-06-07,West,CA,Furniture,Drift Side Table,Retail,1,139.24,139.24,89.2,21.09,4.98
101436,2025-06-07,West,CA,Storage,Vault Cabinet,Online,4,266.53,1066.1,635.2,113.36,42.3
101398,2025-06-07,West,OR,Furniture,Drift Side Table,Retail,2,143.28,286.56,182.93,29.72,19.99
